Knr,Kjonn,Alder,ContentsCode,Aar,knavn,00-99,01-03,05-09,10-33,35-39,41-43,45-47,49-53,55-56,58-63,64-66,68-75,77-82,84,85,86-88,90-99,00
4613,0,15-74,Sysselsatte,2015,1219,5731,332,293,1256,66,435,491,412,82,42,29,161,222,164,472,1086,143,45
4613,0,15-74,Sysselsatte,2016,1219,5570,346,263,1152,65,442,495,406,84,40,22,155,202,168,475,1074,154,27
4613,0,15-74,Sysselsatte,2017,1219,5719,364,265,1155,64,479,498,410,85,38,25,137,245,189,475,1089,165,36
4613,0,15-74,Sysselsatte,2018,1219,5839,371,282,1185,59,514,534,407,95,51,27,136,253,190,459,1094,154,28
4613,0,15-74,Sysselsatte,2019,1219,5929,365,306,1244,68,491,499,415,121,46,24,151,228,197,464,1116,163,31
4613,0,15-74,Sysselsatte,2020,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2008,1221,9284,95,132,2247,128,569,1158,388,353,148,71,419,423,428,802,1685,213,25
4614,0,15-74,Sysselsatte,2009,1221,9156,91,143,2143,141,587,1123,363,335,163,64,482,362,349,815,1779,188,28
4614,0,15-74,Sysselsatte,2010,1221,8995,77,262,1938,150,539,1110,354,313,170,62,455,305,370,796,1860,201,33
4614,0,15-74,Sysselsatte,2011,1221,9214,90,213,1995,158,596,1084,356,306,171,58,488,367,361,811,1932,202,26
4614,0,15-74,Sysselsatte,2012,1221,9294,82,214,2092,168,611,1045,369,293,176,56,520,354,398,788,1909,194,25
4614,0,15-74,Sysselsatte,2013,1221,9594,77,229,2247,155,594,1086,367,345,173,59,543,375,384,817,1909,204,30
4614,0,15-74,Sysselsatte,2014,1221,9686,85,235,2304,150,611,1102,361,385,155,52,541,392,381,813,1885,197,37
4614,0,15-74,Sysselsatte,2015,1221,9312,79,212,2131,148,640,1027,348,319,126,60,466,338,380,802,1944,208,84
4614,0,15-74,Sysselsatte,2016,1221,9136,96,196,1857,156,649,1037,339,307,119,49,491,308,380,850,2036,194,72
4614,0,15-74,Sysselsatte,2017,1221,9306,119,196,1866,152,688,1000,345,355,142,48,503,348,387,834,2055,211,57
4614,0,15-74,Sysselsatte,2018,1221,9367,121,202,1889,147,703,996,353,334,125,44,523,379,395,818,2085,207,46
4614,0,15-74,Sysselsatte,2019,1221,9461,124,223,1902,162,722,997,355,363,179,38,480,419,344,809,2066,224,54
4614,0,15-74,Sysselsatte,2020,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2008,1222,1533,56,24,287,32,183,176,89,57,9,6,95,44,61,118,260,26,10
4615,0,15-74,Sysselsatte,2009,1222,1518,70,31,287,29,171,168,82,44,12,6,96,40,56,118,280,21,7
4615,0,15-74,Sysselsatte,2010,1222,1529,74,37,264,28,170,176,86,41,14,6,90,47,46,131,278,29,12
4615,0,15-74,Sysselsatte,2011,1222,1544,76,37,263,28,174,169,86,45,11,9,94,45,56,123,282,32,14
4615,0,15-74,Sysselsatte,2012,1222,1562,74,43,266,31,178,166,91,39,14,9,102,46,48,113,296,37,9
4615,0,15-74,Sysselsatte,2013,1222,1600,71,55,276,32,168,173,91,42,14,9,117,52,46,119,295,34,6
4615,0,15-74,Sysselsatte,2014,1222,1625,74,57,283,29,185,160,106,42,15,9,117,53,52,115,291,31,6
4615,0,15-74,Sysselsatte,2015,1222,1575,82,53,288,26,198,153,98,32,12,6,99,32,49,117,277,35,18
4615,0,15-74,Sysselsatte,2016,1222,1596,89,48,266,28,212,159,92,43,11,9,96,35,54,113,291,34,16
4615,0,15-74,Sysselsatte,2017,1222,1574,100,47,277,32,207,145,84,33,16,6,90,37,46,107,308,27,12
4615,0,15-74,Sysselsatte,2018,1222,1571,104,50,289,31,190,135,83,36,17,9,92,34,47,110,308,27,9
4615,0,15-74,Sysselsatte,2019,1222,1592,112,57,270,29,185,141,95,36,21,7,93,47,37,109,318,23,12
4615,0,15-74,Sysselsatte,2020,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2008,1223,1414,133,89,165,19,111,149,136,18,20,21,30,35,57,104,288,30,9
4616,0,15-74,Sysselsatte,2009,1223,1394,125,89,165,20,109,146,127,17,19,21,31,34,65,110,281,26,9
4616,0,15-74,Sysselsatte,2010,1223,1362,126,93,145,18,113,142,121,19,23,17,31,31,61,105,281,27,9
4616,0,15-74,Sysselsatte,2011,1223,1360,129,88,154,23,121,130,119,12,23,16,28,32,56,100,300,23,6
4616,0,15-74,Sysselsatte,2012,1223,1334,116,89,150,21,118,129,118,9,15,19,32,36,60,97,291,25,9
4616,0,15-74,Sysselsatte,2013,1223,1337,119,88,136,24,128,120,122,12,15,21,39,35,62,91,288,28,9
4616,0,15-74,Sysselsatte,2014,1223,1347,122,90,154,23,129,128,119,12,20,20,35,36,59,94,273,24,9
4616,0,15-74,Sysselsatte,2015,1223,1343,135,81,139,22,137,117,106,15,18,22,41,42,55,93,278,26,16
4616,0,15-74,Sysselsatte,2016,1223,1352,144,71,142,23,132,127,105,21,17,18,41,39,51,97,292,26,6
4616,0,15-74,Sysselsatte,2017,1223,1346,156,74,131,22,140,114,98,15,14,15,41,37,60,99,286,32,12
4616,0,15-74,Sysselsatte,2018,1223,1370,173,77,136,21,136,119,104,12,15,15,37,40,56,93,296,27,13
4616,0,15-74,Sysselsatte,2019,1223,1369,166,83,132,23,128,110,103,16,17,14,45,41,52,90,298,39,12
4616,0,15-74,Sysselsatte,2020,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2008,1224,6769,401,152,1425,114,533,731,339,163,57,74,209,107,243,489,1517,182,33
4617,0,15-74,Sysselsatte,2009,1224,6679,379,157,1330,121,557,734,334,165,51,70,193,130,263,499,1500,164,32
4617,0,15-74,Sysselsatte,2010,1224,6599,363,205,1149,124,554,796,332,156,56,71,198,116,260,513,1499,167,40
4617,0,15-74,Sysselsatte,2011,1224,6601,372,213,1102,123,550,811,321,133,52,61,210,109,287,501,1553,174,29
4617,0,15-74,Sysselsatte,2012,1224,6519,345,231,1203,115,535,730,254,123,69,52,223,146,267,497,1542,160,27
4617,0,15-74,Sysselsatte,2013,1224,6485,338,239,1124,113,528,767,258,140,66,47,245,155,282,519,1481,149,34
4617,0,15-74,Sysselsatte,2014,1224,6494,331,238,1079,116,543,786,315,142,60,44,231,140,297,509,1482,156,25
4617,0,15-74,Sysselsatte,2015,1224,6300,338,219,905,141,536,760,282,118,63,41,218,135,273,508,1546,152,65
4617,0,15-74,Sysselsatte,2016,1224,6190,356,195,855,132,536,736,231,132,62,30,209,148,271,489,1594,145,69
4617,0,15-74,Sysselsatte,2017,1224,6282,371,199,854,133,565,748,266,147,64,26,234,169,279,493,1526,153,55
4617,0,15-74,Sysselsatte,2018,1224,6337,365,206,1029,104,591,637,293,145,74,31,226,208,207,481,1531,156,53
4617,0,15-74,Sysselsatte,2019,1224,6417,366,228,1040,102,594,619,289,147,71,26,228,200,225,495,1580,157,50
4617,0,15-74,Sysselsatte,2020,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2008,1228,3577,45,51,839,105,292,388,134,110,51,26,132,84,109,242,839,115,15
4618,0,15-74,Sysselsatte,2009,1228,3528,44,55,801,104,283,372,125,87,48,20,150,89,119,246,874,98,13
4618,0,15-74,Sysselsatte,2010,1228,3479,50,70,771,106,293,378,115,93,51,23,153,60,117,238,852,92,17
4618,0,15-74,Sysselsatte,2011,1228,3449,46,73,774,107,305,375,116,96,46,15,158,76,116,229,821,87,9
4618,0,15-74,Sysselsatte,2012,1228,3501,46,76,810,106,293,344,114,85,39,15,160,89,115,215,886,92,16
4618,0,15-74,Sysselsatte,2013,1228,3458,43,79,785,105,295,347,116,102,40,18,157,78,112,225,856,88,12
4618,0,15-74,Sysselsatte,2014,1228,3450,50,91,758,105,312,348,116,96,39,18,155,84,109,222,849,86,12
4618,0,15-74,Sysselsatte,2015,1228,3351,41,84,723,105,320,329,115,91,31,15,147,71,109,245,816,86,23
4618,0,15-74,Sysselsatte,2016,1228,3341,37,84,655,109,328,337,122,98,27,9,154,58,116,248,853,83,23
4618,0,15-74,Sysselsatte,2017,1228,3371,45,71,678,101,353,323,115,104,28,9,156,90,104,243,858,79,14
4618,0,15-74,Sysselsatte,2018,1228,3358,47,77,708,101,334,329,112,114,35,6,164,91,124,225,794,79,18
4618,0,15-74,Sysselsatte,2019,1228,3350,36,90,743,109,326,315,118,111,22,12,157,77,119,227,807,71,10
4618,0,15-74,Sysselsatte,2020,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2008,1231,1837,210,44,206,41,249,177,89,94,14,27,99,35,75,125,287,55,10
4618,0,15-74,Sysselsatte,2009,1231,1813,208,43,204,36,247,156,78,86,15,27,98,38,79,129,300,56,13
4618,0,15-74,Sysselsatte,2010,1231,1827,184,51,184,36,262,170,76,77,17,26,105,41,80,136,316,47,19
4618,0,15-74,Sysselsatte,2011,1231,1799,166,55,185,33,259,167,72,101,13,24,95,43,81,131,310,51,13
4618,0,15-74,Sysselsatte,2012,1231,1745,139,58,178,40,244,166,65,91,13,24,104,45,78,126,312,51,11
4618,0,15-74,Sysselsatte,2013,1231,1734,132,60,178,39,229,153,71,95,14,18,113,42,77,132,318,51,12
4618,0,15-74,Sysselsatte,2014,1231,1766,129,60,181,40,236,153,73,97,11,13,118,47,75,122,350,52,9
4618,0,15-74,Sysselsatte,2015,1231,1707,134,57,174,48,220,138,63,88,15,12,107,47,67,120,358,42,17
4618,0,15-74,Sysselsatte,2016,1231,1665,124,48,159,46,222,149,65,93,15,10,108,36,72,132,324,45,17
4618,0,15-74,Sysselsatte,2017,1231,1687,129,44,163,44,225,149,64,91,16,6,108,40,70,140,334,50,14
4618,0,15-74,Sysselsatte,2018,1231,1683,117,48,171,44,234,136,59,86,12,9,103,46,77,137,329,53,22
4618,0,15-74,Sysselsatte,2019,1231,1691,134,54,151,37,244,142,54,80,12,9,96,45,78,140,345,56,14
4618,0,15-74,Sysselsatte,2020,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
