"03321: Sysselsatte (15-74 år) per 4. kvartal. Pendlingsstrømmer, etter statistikkvariabel, arbeidsstedskommune, bostedskommune og år"

"statistikkvariabel";"arbeidsstedskommune";"bostedskommune";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"Sysselsatte personer";"1221 Stord (-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1221 Stord (-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1221 Stord (-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1221 Stord (-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1221 Stord (-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1221 Stord (-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1221 Stord (-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1221 Stord (-2019)";"1211 Etne (-2019)";33;35;28;24;23;19;19;28;28;20;15;12;12;6;9;8;8;8;11;13;0
"Sysselsatte personer";"1221 Stord (-2019)";"1216 Sveio (-2019)";86;81;99;82;83;76;88;100;93;92;80;79;90;100;121;126;115;129;150;142;0
"Sysselsatte personer";"1221 Stord (-2019)";"1219 Bømlo (1916-2019)";375;374;402;399;462;472;507;517;509;519;513;551;566;609;628;614;561;595;626;637;0
"Sysselsatte personer";"1221 Stord (-2019)";"1221 Stord (-2019)";6682;6686;6685;6688;6782;6749;6884;7316;7498;7440;7252;7363;7476;7718;7807;7610;7320;7400;7450;7430;0
"Sysselsatte personer";"1221 Stord (-2019)";"1222 Fitjar (-2019)";446;435;455;416;420;414;434;449;434;442;419;427;432;434;466;460;428;451;461;470;0
"Sysselsatte personer";"1221 Stord (-2019)";"1223 Tysnes (-2019)";69;70;81;68;68;72;73;84;89;83;73;78;76;79;81;85;80;76;67;71;0
"Sysselsatte personer";"1221 Stord (-2019)";"1224 Kvinnherad (-2019)";237;214;252;233;228;249;240;208;214;193;181;177;182;193;193;223;190;210;187;186;0
"Sysselsatte personer";"1221 Stord (-2019)";"1228 Odda (1913-2019)";15;9;9;19;16;21;16;12;24;20;21;18;18;15;12;9;9;6;5;3;0
"Sysselsatte personer";"1221 Stord (-2019)";"1231 Ullensvang (1977-2019)";6;3;2;5;4;7;6;6;4;4;3;2;3;4;3;4;3;1;1;3;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1106 Haugesund";1;4;1;2;4;5;3;2;4;3;1;1;3;2;5;2;5;3;2;1;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1135 Sauda";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1145 Bokn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1146 Tysvær";0;0;0;1;2;2;2;1;1;1;1;1;0;1;0;0;1;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1149 Karmøy";1;3;3;0;0;0;0;0;0;0;0;3;3;5;4;2;2;1;3;3;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1154 Vindafjord (1965-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1159 Ølen (2002-2005)";1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1160 Vindafjord";0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;0;0;1;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1211 Etne (-2019)";0;0;2;2;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1216 Sveio (-2019)";1;1;2;4;4;4;2;2;1;3;0;0;0;0;2;4;3;5;4;3;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1219 Bømlo (1916-2019)";19;22;19;20;20;23;15;14;14;13;20;22;21;24;23;22;23;25;23;24;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1221 Stord (-2019)";130;155;150;137;140;164;176;195;180;192;210;217;226;228;233;219;226;223;201;177;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1222 Fitjar (-2019)";819;817;787;807;827;805;818;885;882;889;895;923;913;934;917;899;932;902;871;835;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1223 Tysnes (-2019)";12;11;13;10;14;12;2;2;2;2;3;4;5;4;4;3;4;3;5;5;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1224 Kvinnherad (-2019)";33;45;42;46;27;22;7;6;8;8;9;7;7;2;4;4;4;7;4;5;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1228 Odda (1913-2019)";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1222 Fitjar (-2019)";"1231 Ullensvang (1977-2019)";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1106 Haugesund";1;2;2;0;1;1;2;4;2;3;2;2;1;2;2;2;5;4;4;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1135 Sauda";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1145 Bokn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1146 Tysvær";0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;3;3;3;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1149 Karmøy";0;0;0;2;1;1;1;3;1;1;2;2;4;4;3;1;4;5;7;7;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1154 Vindafjord (1965-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1159 Ølen (2002-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1160 Vindafjord";0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1211 Etne (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1216 Sveio (-2019)";0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;3;4;5;6;4;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1219 Bømlo (1916-2019)";0;0;0;0;1;1;2;4;1;2;2;2;2;2;1;2;4;5;3;3;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1221 Stord (-2019)";19;14;16;17;13;16;18;12;10;14;16;19;17;21;21;26;31;33;24;26;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1222 Fitjar (-2019)";3;3;3;3;2;4;5;2;3;1;1;2;3;3;3;1;1;1;2;4;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1223 Tysnes (-2019)";926;919;895;898;902;873;894;911;916;906;926;919;904;914;911;940;954;922;943;936;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1224 Kvinnherad (-2019)";6;10;8;9;9;14;14;15;13;11;12;16;20;21;24;29;30;32;33;34;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1228 Odda (1913-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1223 Tysnes (-2019)";"1231 Ullensvang (1977-2019)";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1106 Haugesund";10;7;8;11;7;9;11;7;10;10;11;11;13;14;13;9;12;13;12;12;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1135 Sauda";0;1;1;1;1;1;1;1;0;0;0;1;2;1;1;1;1;0;0;1;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1145 Bokn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1146 Tysvær";0;0;0;1;1;1;3;2;1;0;1;0;3;2;0;2;1;1;1;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1149 Karmøy";4;5;3;4;4;4;6;6;3;6;5;13;16;16;10;11;9;8;8;8;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1154 Vindafjord (1965-2005)";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1159 Ølen (2002-2005)";7;4;4;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1160 Vindafjord";0;0;0;0;0;6;4;5;2;2;1;3;4;5;2;1;3;1;5;6;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1211 Etne (-2019)";11;20;18;20;20;19;23;18;19;17;16;23;25;24;19;22;24;19;16;27;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1216 Sveio (-2019)";7;5;4;4;4;3;3;3;3;3;2;4;2;2;2;3;4;1;4;5;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1219 Bømlo (1916-2019)";1;4;6;8;8;5;7;5;4;4;5;12;10;7;5;7;4;4;5;9;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1221 Stord (-2019)";63;40;35;41;46;33;43;54;63;58;62;64;37;36;31;26;31;34;29;28;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1222 Fitjar (-2019)";1;2;3;2;3;2;3;6;4;8;8;5;2;2;1;6;5;5;3;2;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1223 Tysnes (-2019)";15;21;19;21;20;13;13;22;27;27;21;16;16;17;19;18;15;21;27;26;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1224 Kvinnherad (-2019)";5252;5332;5316;5295;5166;5136;5426;5488;5586;5518;5443;5480;5291;5238;5291;5177;5124;5115;5183;5206;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1228 Odda (1913-2019)";22;27;46;34;34;31;19;18;26;22;28;28;24;21;26;18;13;17;22;22;0
"Sysselsatte personer";"1224 Kvinnherad (-2019)";"1231 Ullensvang (1977-2019)";3;5;6;4;8;7;5;6;15;12;9;9;4;7;9;4;5;7;7;15;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1106 Haugesund";13;8;9;6;8;10;10;7;7;8;6;3;8;3;5;1;3;6;2;8;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1135 Sauda";1;2;2;1;1;2;2;3;2;2;1;0;0;0;2;2;2;1;1;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1145 Bokn";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1146 Tysvær";1;2;1;4;3;2;1;2;3;2;0;0;0;1;0;0;1;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1149 Karmøy";18;6;3;4;3;7;8;6;6;4;6;4;5;5;10;4;4;3;4;5;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1154 Vindafjord (1965-2005)";3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1159 Ølen (2002-2005)";7;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1160 Vindafjord";0;0;0;0;0;5;3;2;7;6;5;4;4;5;4;4;2;7;8;7;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1211 Etne (-2019)";38;24;27;21;21;24;25;23;28;27;29;26;31;28;29;24;23;26;20;17;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1216 Sveio (-2019)";3;3;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1219 Bømlo (1916-2019)";1;0;1;4;5;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1221 Stord (-2019)";4;3;3;4;5;1;4;3;2;3;2;1;1;2;2;4;4;5;6;7;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1222 Fitjar (-2019)";0;0;0;3;2;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1223 Tysnes (-2019)";0;0;0;3;3;1;3;1;1;1;1;2;4;0;0;0;1;0;0;0;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1224 Kvinnherad (-2019)";2;12;24;35;43;42;42;42;44;61;71;75;82;66;48;47;46;53;56;67;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1228 Odda (1913-2019)";3245;3173;3059;3049;3027;2993;2981;3085;3082;3061;2991;2983;3005;2976;2938;2884;2923;2895;2853;2868;0
"Sysselsatte personer";"1228 Odda (1913-2019)";"1231 Ullensvang (1977-2019)";369;342;369;358;336;329;354;374;361;362;355;361;351;347;354;363;353;344;368;354;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1106 Haugesund";2;1;0;0;0;0;0;2;2;1;1;4;2;1;2;1;1;0;0;3;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1135 Sauda";0;1;0;0;0;0;1;0;0;0;4;4;0;0;0;0;0;0;1;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1145 Bokn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1146 Tysvær";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1149 Karmøy";1;0;0;0;2;1;0;1;1;0;1;1;1;1;0;0;0;0;1;1;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1154 Vindafjord (1965-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1159 Ølen (2002-2005)";0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1160 Vindafjord";0;0;0;0;0;2;2;0;1;1;3;3;1;1;1;1;2;1;2;2;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1211 Etne (-2019)";3;2;3;2;3;3;3;1;0;1;0;0;0;0;2;0;0;0;0;1;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1216 Sveio (-2019)";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1219 Bømlo (1916-2019)";0;0;2;2;2;1;0;1;1;1;2;0;0;1;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1221 Stord (-2019)";0;1;3;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1222 Fitjar (-2019)";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1223 Tysnes (-2019)";0;0;0;0;0;0;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1224 Kvinnherad (-2019)";1;3;5;5;3;3;5;6;3;4;8;5;4;2;1;1;2;2;2;3;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1228 Odda (1913-2019)";28;39;32;27;46;39;49;54;61;59;70;58;46;47;54;59;56;66;63;68;0
"Sysselsatte personer";"1231 Ullensvang (1977-2019)";"1231 Ullensvang (1977-2019)";1242;1203;1196;1155;1142;1124;1171;1178;1175;1175;1183;1139;1075;1060;1088;1060;1033;1044;1020;1025;0
